Tucker and Dale vs Evil (2010) ,7.6
Turbulent Skies (2010) ,3.1
Twelve Thirty (2010) ,4.6
The Twilight Saga: Eclipse (2010) ,5.0
Una hora más en Canarias (2010) ,4.9
Loong Boonmee raleuk chat (2010) ,6.6
Une vie de chat (2010) ,7.0
Unstoppable (2010) ,6.8
Valentine's Day (2010) ,5.7
Viva Riva! (2010) ,6.2
Wall Street: Money Never Sleeps (2010) ,6.2
The Ward (2010) ,5.6
Wir sind die Nacht (2010) ,6.3
Welcome to the Rileys (2010) ,7.0
West Is West (2010) ,6.5
When in Rome (2010) ,5.6
The Whistleblower (2010) ,7.2
Winter's Bone (2010) ,7.2
Womb (2010) ,6.4
Les femmes du 6e étage (2010) ,7.1
XXXHOLiC: Rô (2010) ,8.2
YellowBrickRoad (2010) ,4.7
You Again (2010) ,5.8
You Will Meet a Tall Dark Stranger (2010) ,6.3
12 Men of Christmas (2009) ,5.6
17 Again (2009) ,6.4
A Perfect Getaway (2009) ,6.5
Darbareye Elly (2009) ,8.1
Accidents Happen (2009) ,6.1
According to Greta (2009) ,6.3
Adventureland (2009) ,6.8
Albino Farm (2009) ,3.9
Alice             ,7.3
Aliens in the Attic (2009) ,5.4
All About Steve (2009) ,4.8
Amelia (2009) ,5.8
An Education (2009) ,7.3
And Then Came Lola (2009) ,4.1
The Assassin Next Door (2009) ,5.8
Astro Boy (2009) ,6.3
Leningrad (2009) ,6.1
Away We Go (2009) ,7.1
Bad Lieutenant: Port of Call New Orleans (2009) ,6.6
Beautiful Kate (2009) ,6.7
Beeswax (2009) ,6.0
Big Font. Large Spacing (2009) ,8.1
Bitch Slap (2009) ,4.5
Blood: The Last Vampire (2009) ,5.3
Pirate Radio (2009) ,7.4
The Box (2009) ,5.6
Bride Wars (2009) ,5.5
Bright Star (2009) ,7.0
Bring It On: Fight to the Finish (2009) ,5.4
Broken Embraces (2009) ,7.2
Brothers (2009) ,7.1
Butter bei die Fische (2009) ,6.5
C Me Dance (2009) ,1.4
Cairo Time (2009) ,6.7
Cargo (2009) ,6.2
Carriers (2009) ,6.0
Case 39 (2009) ,6.2
Chloe (2009) ,6.3
The City of Your Final Destination (2009) ,6.4
Coco Before Chanel (2009) ,6.7
Confessions of a Shopaholic (2009) ,5.9
Cooking with Stella (2009) ,5.5
Coraline (2009) ,7.7
Cosmonauta (2009) ,6.5
Cracks (2009) ,6.7
Crossing Over (2009) ,6.8
Dance Subaru (2009) ,6.3
David's Birthday (2009) ,6.4
Dead Hooker in a Trunk (2009) ,4.9
Dead Like Me: Life After Death (2009) ,6.1
Deadline (2009) ,4.7
Dear Lemon Lima (2009) ,6.5
The Descent: Part 2 (2009) ,5.8
Desert Flower (2009) ,7.4
Kynodontas (2009) ,7.3
La doppia ora (2009) ,6.7
Drag Me to Hell (2009) ,6.6
Drool (2009) ,5.8
El niño pez (2009) ,5.9
El Traspatio (2009) ,7.0
Elsewhere (2009) ,5.6
Evangerion shin gekijôban: Ha (2009) ,8.0
Exam (2009) ,6.9
The Final Destination (2009) ,5.2
Finding Bliss (2009) ,5.3
Fish Tank (2009) ,7.3
The Fourth Kind (2009) ,5.9
Fruit Fly (2009) ,5.6
Futurama: Into the Wild Green Yonder (2009) ,7.3
Georgia O'Keeffe (2009) ,6.6
Ghosted (2009) ,4.8
Flickan (2009) ,6.7
The Girl on the Train (2009) ,6.0
The Girl Who Kicked the Hornet's Nest (2009) ,7.3
The Girl Who Played with Fire (2009) ,7.2
The Girl with the Dragon Tattoo (2009) ,7.8
The Girlfriend Experience (2009) ,5.5
The Good Guy (2009) ,5.9
The Good Witch's Garden (2009) ,7.3
Grey Gardens (2009) ,7.5
Hannah Free (2009) ,6.5
Harry Potter and the Half-Blood Prince (2009) ,7.6
He's Just Not That Into You (2009) ,6.4
Helen (2009) ,6.4
Hideaway (Le refuge) (2009) ,6.4
The Hole (2009) ,5.7
The House of the Devil (2009) ,6.4
Mulan: Rise of a Warrior (2009) ,6.8
The Human Centipede (First Sequence) (2009) ,4.4
Il richiamo (2009) ,6.3
In the Loop (2009) ,7.5
Infestation (2009) ,5.9
Inglourious Basterds (2009) ,8.3
Ink (2009) ,7.0
It's Complicated (2009) ,6.6
Jaffa (2009) ,6.9
Jennifer's Body (2009) ,5.1
The Joneses (2009) ,6.5
Ju-on: Black Ghost (2009) ,5.5
Ju-on: White Ghost (2009) ,6.1
Julie & Julia (2009) ,7.0
The Last House on the Left (2009) ,6.6
The Last Station (2009) ,7.0
Gui tu lie che (2009) ,7.7
Le hérisson (2009) ,7.4
Vampire Killers (2009) ,5.2
Life During Wartime (2009) ,6.4
La pivellina (2009) ,7.2
London River (2009) ,6.8
Lourdes (2009) ,6.9
Love Happens (2009) ,5.6
Love Takes Wing (2009) ,7.0
The Lovely Bones (2009) ,6.7
Mother (2009) ,7.8
The Maid (2009) ,7.3
Make the Yuletide Gay (2009) ,6.4
Mic Macs à Tire-Larigot (2009) ,7.2
La teta asustada (2009) ,6.7
Modern Family             ,8.5
Monsters vs. Aliens (2009) ,6.5
Mother and Child (2009) ,7.2
Mutants (2009) ,5.6
My Last Five Girlfriends (2009) ,5.8
My Queen Karo (2009) ,6.5
My Sister's Keeper (2009) ,7.4
Nasty Old People (2009) ,6.8
The Twilight Saga: New Moon (2009) ,4.7
Nothing Personal (2009) ,7.1
Nowhere Boy (2009) ,7.2
Ondine (2009) ,6.8
Orphan (2009) ,7.0
Our Summer in Tehran (2009) ,8.2
Paper Heart (2009) ,6.0
Polytechnique (2009) ,7.3
Precious (2009) ,7.3
The Princess and the Frog (2009) ,7.1
Princess Protection Program (2009) ,5.7
The Private Lives of Pippa Lee (2009) ,6.4
Eiga Reiton-kyôju to eien no utahime (2009) ,6.7
Push (2009) ,6.1
Queen to Play (2009) ,6.9
Redline (2009) ,7.5
Reservoir Hill (2009) ,5.7
Reykjavik Whale Watching Massacre (2009) ,4.9
Robo-geisha (2009) ,5.3
Ehky ya Scheherazade (2009) ,6.8
The Slammin' Salmon (2009) ,6.5
Solomon Kane (2009) ,6.1
Sorority Row (2009) ,5.1
Splice (2009) ,5.8
Spring Breakdown (2009) ,4.9
Star Trek (2009) ,8.0
State of Play (2009) ,7.1
Still Waiting... (2009) ,5.0
Storm (2009) ,6.9
Summer Wars (2009) ,7.6
Surviving Evil (2009) ,4.1
Tales from the Catholic Church of Elvis! (2009) ,8.1
Technotise - Edit i ja (2009) ,7.5
Thirst (2009) ,7.2
The Time Traveler's Wife (2009) ,7.1
Tinker Bell and the Lost Treasure (2009) ,6.8
Transformers: Revenge of the Fallen (2009) ,6.0
Triangle (2009) ,6.9
The Unborn (2009) ,4.8
Uncertainty (2008) ,5.8
Contracorriente (2009) ,7.7
The Uninvited (2009) ,6.4
The Unloved (2009) ,6.9
Kyûketsu Shôjo tai Shôjo Furanken (2009) ,5.7
Veronika Decides to Die (2009) ,6.5
Villa Amalia (2009) ,6.2
Vision - Aus dem Leben der Hildegard von Bingen (2009) ,6.5
Watchmen (2009) ,7.6
Whatever Works (2009) ,7.2
Whip It (2009) ,6.9
White Material (2009) ,7.0
Whiteout (2009) ,5.5
Wild About Harry (2009) ,5.8
Wonder Woman (2009) ,7.4
The Wrong House (2009) ,4.6
X-Men Origins: Wolverine (2009) ,6.6
XXXHOLiC: Shunmuki - Kouhen (2009) ,8.1
XXXHOLic: Shunmuki - Zenpen (2009) ,8.1
Year of the Carnivore (2009) ,5.8
Yesterday Was a Lie (2008) ,5.3
The Young Victoria (2009) ,7.3
Zombieland (2009) ,7.7
21 (2008) ,6.8
27 Dresses (2008) ,6.1
35 Shots of Rum (2008) ,7.1
Aanrijding in Moscou (2008) ,7.2
Ai no mukidashi (2008) ,8.1
Nu ren bu huai (2008) ,5.0
The Alphabet Killer (2008) ,5.3
American Violet (2008) ,7.0
"Angus, Thongs and Perfect Snogging (2008) ",6.4
The Baader Meinhof Complex (2008) ,7.4
Baby Mama (2008) ,6.0
The Bank Job (2008) ,7.3
Barbie and the Diamond Castle (2008) ,6.2
Les plages d'Agnès (2008) ,8.0
Bedtime Stories (2008) ,6.1
Bi the Way (2008) ,6.1
Birdemic: Shock and Terror (2010) ,1.8
Birds of America (2008) ,6.2
Gekijô ban Bleach: Fade to Black - Kimi no na o yobu (2008) ,7.3
Blindness (2008) ,6.6
Bolt (2008) ,6.9
Bonnie & Clyde vs. Dracula (2008) ,4.8
The Boy in the Striped Pajamas (2008) ,7.8
The Brothers Bloom (2008) ,6.8
The Burning Plain (2008) ,6.8
Camino (2008) ,7.6
Camp Rock (2008) ,5.1
Casi divas (2008) ,6.2
Changeling (2008) ,7.8
The Chronicles of Narnia: Prince Caspian (2008) ,6.5
City of Ember (2008) ,6.5
Clash of the Santas (2008) ,6.4
Cloverfield (2008) ,7.0
Coco Chanel (2008) ,7.0
The Curious Case of Benjamin Button (2008) ,7.8
Dante 01 (2008) ,4.9
The Dark Knight (2008) ,9.0
Day of the Dead (2008) ,4.5
The Day the Earth Stood Still (2008) ,5.5
Dead at 17 (2008) ,4.6
Defiance (2008) ,7.2
"Definitely, Maybe (2008) ",7.2
Diary of a Nymphomaniac (2008) ,5.8
The Wave (2008) ,7.6
Dim Sum Funeral (2008) ,5.2
Doomsday (2008) ,6.0
Doubt (2008) ,7.5
The Duchess (2008) ,6.9
Easy Virtue (2008) ,6.7
The Edge of Love (2008) ,6.3
Etz Limon (2008) ,7.4
Everlasting Moments (2008) ,7.5
Examined Life (2008) ,7.1
The Eye (2008) ,5.4
The Family That Preys (2008) ,5.4
Fashion (2008) ,7.0
Forgetting Sarah Marshall (2008) ,7.2
Four Christmases (2008) ,5.6
French Film (2008) ,6.5
Frozen River (2008) ,7.2
Ponyo (2008) ,7.7
The Gamers: Dorkness Rising (2008) ,7.5
Kôkaku kidôtai 2.0 (2008) ,8.0
Intrusos en Manasés (2008) ,5.1
Grizzly Park (2008) ,4.1
Hamlet 2 (2008) ,6.4
Happy-Go-Lucky (2008) ,7.0
Helen (2008) ,5.8
Herb & Dorothy (2008) ,7.6
High School Musical 3: Senior Year (2008) ,4.6
The House Bunny (2008) ,5.5
I Can't Think Straight (2008) ,6.7
Il y a longtemps que je t'aime (2008) ,7.6
Inkheart (2008) ,6.1
The Machine Girl (2008) ,5.9
Keith (2008) ,7.5
Kung Fu Panda (2008) ,7.6
The Beautiful Person (2008) ,6.8
La mujer sin cabeza (2008) ,6.5
Last Chance Harvey (2008) ,6.7
Leonera (2008) ,7.1
Le silence de Lorna (2008) ,7.2
The Loss of a Teardrop Diamond (2008) ,5.9
The Lucky Ones (2008) ,7.0
Mad Money (2008) ,5.8
Mamma Mia! (2008) ,6.4
Martyrs (2008) ,7.1
Max Payne (2008) ,5.4
Merlin             ,7.9
Miao Miao (2008) ,5.3
Mid-August Lunch (2008) ,7.0
Miss Pettigrew Lives for a Day (2008) ,7.1
The Mummy: Tomb of the Dragon Emperor (2008) ,5.2
Hayat Var (2008) ,7.5
El patio de mi cárcel (2008) ,6.5
Nick and Norah's Infinite Playlist (2008) ,6.7
Nim's Island (2008) ,6.0
The No. 1 Ladies' Detective Agency             ,8.2
Nothing But the Truth (2008) ,7.2
Departures (2008) ,8.1
Older Than America (2008) ,5.6
Hyakuman-en to nigamushi onna (2008) ,7.3
The Other Boleyn Girl (2008) ,6.7
Over Her Dead Body (2008) ,5.2
Passengers (2008) ,5.9
Phoebe in Wonderland (2008) ,7.2
Pirates II: Stagnetti's Revenge (2008) ,7.9
Possession (2008) ,5.6
Pretty Ugly People (2008) ,5.0
Princess (2008) ,5.6
Prom Night (2008) ,3.9
Quarantine (2008) ,6.0
Rachel Getting Married (2008) ,6.7
Rain (2008) ,6.7
Repo! The Genetic Opera (2008) ,6.7
Resident Evil: Degeneration (2008) ,6.6
Revolutionary Road (2008) ,7.3
Rough Aunties (2008) ,7.0
The Ruins (2008) ,5.9
Séraphine (2008) ,7.4
The Secret Life of Bees (2008) ,7.3
The Secret of Moonacre (2008) ,6.2
Seven Pounds (2008) ,7.6
Sex and the City (2008) ,5.6
The Sisterhood of the Traveling Pants 2 (2008) ,6.2
Skin (2008) ,6.9
Sukai kurora (2008) ,6.8
Walking Vengeance (2008) ,5.9
Speed Racer (2008) ,6.0
Stargate: The Ark of Truth (2008) ,7.4
Starship Troopers 3: Marauder (2008) ,4.3
Step Up 2: The Streets (2008) ,6.3
The Strangers (2008) ,6.2
Sunshine Cleaning (2008) ,6.9
Superhero Movie (2008) ,4.5
"Synecdoche, New York (2008) ",7.5
Taken (2008) ,7.8
Tinker Bell (2008) ,6.9
Transsiberian (2008) ,6.7
Na-moo-eobs-neun san (2008) ,7.2
Twilight (2008) ,5.2
Vantage Point (2008) ,6.6
Vicky Cristina Barcelona (2008) ,7.1
"Welcome Home, Roscoe Jenkins (2008) ",5.4
Wendy and Lucy (2008) ,7.1
Were the World Mine (2008) ,7.0
What Happens in Vegas (2008) ,6.1
While She Was Out (2008) ,4.8
Wild Child (2008) ,6.1
The Women (2008) ,4.9
The X Files: I Want to Believe (2008) ,5.9
Zombie Strippers (2008) ,4.1
The Washingtonians             ,5.5
We All Scream for Ice Cream             ,5.2
1408 (2007) ,6.8
2 Days in Paris (2007) ,6.8
28 Weeks Later (2007) ,7.0
"4 Months, 3 Weeks and 2 Days (2007) ",7.9
Across the Universe (2007) ,7.4
After Sex (2007) ,5.6
American Zombie (2007) ,5.1
Appleseed Ex Machina (2007) ,7.1
Arranged (2007) ,7.4
Atonement (2007) ,7.8
The Edge of Heaven (2007) ,7.9
Awake (2007) ,6.5
The Babysitters (2007) ,5.7
The Bad Mother's Handbook (2007) ,6.6
Ballet Shoes (2007) ,6.8
Barbie as the Island Princess (2007) ,6.3
Barbie Fairytopia: Magic of the Rainbow (2007) ,6.1
Because I Said So (2007) ,5.6
Becoming Jane (2007) ,7.1
Beowulf (2007) ,6.2
Black Water (2007) ,6.0
Blades of Glory (2007) ,6.3
Bratz (2007) ,2.9
Bratz Fashion Pixiez (2007) ,5.4
The Brave One (2007) ,6.8
Bridge to Terabithia (2007) ,7.2
Bring It On: In It to Win It (2007) ,5.4
Brooklyn Rules (2007) ,6.4
Chak de! India (2007) ,8.2
Charlie Wilson's War (2007) ,7.1
Cocalero (2007) ,7.0
Cutlass (2007) ,7.6
Dan in Real Life (2007) ,6.8
Dark Mirror (2007) ,4.8
Days and Clouds (2007) ,6.9
Death at a Funeral (2007) ,7.4
Death Defying Acts (2007) ,5.8
Death Proof (2007) ,7.1
Diary of the Dead (2007) ,5.7
Disturbia (2007) ,6.9
Eagle vs Shark (2007) ,6.8
Eastern Promises (2007) ,7.7
Exte: Hair Extensions (2007) ,6.4
Elizabeth: The Golden Age (2007) ,6.9
Enchanted (2007) ,7.1
"Ensemble, c'est tout (2007) ",6.8
Epic Movie (2007) ,2.3
Evangerion shin gekijôban: Jo (2007) ,7.8
Evening (2007) ,6.5
Fantastic Four: Rise of the Silver Surfer (2007) ,5.6
Far North (2007) ,6.2
To Be Fat Like Me (2007) ,5.9
Flight of the Living Dead (2007) ,5.2
The Golden Compass (2007) ,6.1
Gone (2006) ,5.4
Gone Baby Gone (2007) ,7.7
Gracie (2007) ,6.2
A Grandpa for Christmas (2007) ,7.1
The Secrets (2007) ,7.1
Hairspray (2007) ,6.7
Halloween (2007) ,6.1
Harry Potter and the Order of the Phoenix (2007) ,7.5
High School Musical 2 (2007) ,4.9
Hostel: Part II (2007) ,5.5
How About You... (2007) ,6.9
I Am Legend (2007) ,7.2
I Could Never Be Your Woman (2007) ,6.0
I Know Who Killed Me (2007) ,3.6
Import Export (2007) ,7.1
Imprint (2007) ,6.0
Inside (2007) ,6.8
Irina Palm (2007) ,7.2
It's a Free World... (2007) ,7.0
Itty Bitty Titty Committee (2007) ,5.6
The Jane Austen Book Club (2007) ,6.8
Juno (2007) ,7.5
Knocked Up (2007) ,7.0
La reine soleil (2007) ,5.8
La Vie en Rose (2007) ,7.6
Lars and the Real Girl (2007) ,7.4
Las 13 rosas (2007) ,6.8
The Last Mimzy (2007) ,6.3
The Life Before Her Eyes (2007) ,6.4
The Lookout (2007) ,7.1
Love Songs (2007) ,7.2
"Lust, Caution (2007) ",7.6
A londoni férfi (2007) ,7.2
Margot at the Wedding (2007) ,6.1
Mataharis (2007) ,6.7
Meduzot (2007) ,7.1
The Messengers (2007) ,5.4
The Mist (2007) ,7.2
Music and Lyrics (2007) ,6.5
My Blueberry Nights (2007) ,6.7
Naissance des pieuvres (2007) ,6.7
Nancy Drew (2007) ,5.9
The Nanny Diaries (2007) ,6.2
Niñas Mal (2007) ,5.4
No Country for Old Men (2007) ,8.1
No Reservations (2007) ,6.3
Northanger Abbey (2007) ,7.3
The Orphanage (2007) ,7.5
Out at the Wedding (2007) ,6.2
P.S. I Love You (2007) ,7.1
P2 (2007) ,5.9
Paranormal Activity (2007) ,6.3
Persepolis (2007) ,8.1
Pirates of the Caribbean: At World's End (2007) ,7.1
Planet Terror (2007) ,7.1
Premonition (2007) ,5.9
Racing Daylight (2007) ,4.6
The Reaping (2007) ,5.7
Reine Geschmacksache (2007) ,6.7
Resident Evil: Extinction (2007) ,6.3
The Savages (2007) ,7.2
Saw IV (2007) ,5.9
Se upp för dårarna (2007) ,5.1
Si j'étais toi (2007) ,6.4
She's a Boy I Knew (2007) ,7.9
Shotgun Stories (2007) ,7.3
Shrek the Third (2007) ,6.1
Shrooms (2007) ,4.7
The Simpsons Movie (2007) ,7.4
Smiley Face (2007) ,5.8
"So, You've Downloaded a Demon (2007) ",6.4
St. Trinian's (2007) ,5.8
Stardust (2007) ,7.7
Steam (2007) ,5.4
Sword of the Stranger (2007) ,7.8
Sydney White (2007) ,6.3
Teeth (2007) ,5.4
Ten Inch Hero (2007) ,7.5
Then She Found Me (2007) ,6.0
Towelhead (2007) ,7.0
The Tracey Fragments (2007) ,6.2
Transformers (2007) ,7.1
Transmorphers (2007) ,1.7
Trick 'r Treat (2007) ,6.8
Sztuczki (2007) ,7.1
Elite Squad (2007) ,8.1
Bekushiru: 2077 Nihon sakoku (2007) ,6.9
The Visitor (2007) ,7.7
Viva (2007) ,6.0
Waitress (2007) ,7.0
Quiet room ni yôkoso (2007) ,7.2
Wool 100% (2006) ,6.5
The World Unseen (2007) ,6.7
XXY (2007) ,7.1
Year of the Dog (2007) ,6.1
Cheon-nyeon-yeo-woo-yeo-woo-bi (2007) ,6.9
[Rec] (2007) ,7.5
Pro-Life             ,5.6
The Screwfly Solution             ,6.4
Valerie on the Stairs             ,5.7
5ive Girls (2006) ,4.5
Quelques jours en septembre (2006) ,5.4
A Prairie Home Companion (2006) ,6.8
Akeelah and the Bee (2006) ,7.4
Another Gay Movie (2006) ,5.0
Apart from That (2006) ,5.9
Apocalypto (2006) ,7.8
Aquamarine (2006) ,5.3
The Architect (2006) ,5.6
Art School Confidential (2006) ,6.3
Avenue Montaigne (2006) ,6.8
Babel (2006) ,7.5
Bandidas (2006) ,5.7
Barbie Diaries (2006) ,5.6
Barbie in the 12 Dancing Princesses (2006) ,6.6
Barnyard (2006) ,5.6
Beerfest (2006) ,6.3
The Big Bad Swim (2006) ,6.5
Black Christmas (2006) ,4.6
Bleach: Memories of Nobody (2006) ,7.3
Bonneville (2006) ,6.2
Bordertown (2006) ,6.1
Brand Upon the Brain! A Remembrance in 12 Chapters (2006) ,7.4
Bring It On: All or Nothing (2006) ,5.7
Brother Bear 2 (2006) ,6.2
Bug (2006) ,6.1
Caffeine (2006) ,5.6
Candy (2006) ,7.3
Cashback (2006) ,7.2
Children of Men (2006) ,7.9
Clerks II (2006) ,7.4
Click (2006) ,6.4
The Covenant (2006) ,5.3
Cow Belles (2006) ,5.3
Day Night Day Night (2006) ,6.2
The Dead Girl (2006) ,6.7
The Devil Wears Prada (2006) ,6.9
DOA: Dead or Alive (2006) ,4.8
Dor (2006) ,8.0
Dreamgirls (2006) ,6.5
Dreamland (2006) ,6.4
Pan's Labyrinth (2006) ,8.2
The Fall (2006) ,7.9
Fast Food Nation (2006) ,6.3
Fay Grim (2006) ,6.3
Final Destination 3 (2006) ,5.8
Five Across the Eyes (2006) ,2.7
For the Love of a Child (2006) ,7.7
For Your Consideration (2006) ,6.3
The Fountain (2006) ,7.3
Friends with Money (2006) ,5.8
Glory Road (2006) ,7.2
Grandma's Boy (2006) ,7.0
Gray Matters (2006) ,5.8
Grbavica (2006) ,7.3
The Grudge 2 (2006) ,5.0
The Gymnast (2006) ,6.5
Half Light (2006) ,6.0
Half Nelson (2006) ,7.2
Happy Feet (2006) ,6.5
"Hello Sister, Goodbye Life (2006) ",6.3
High School Musical (2006) ,5.3
The Hills Have Eyes (2006) ,6.4
Terry Pratchett's Hogfather (2006) ,7.6
The Holiday (2006) ,6.9
The Host (2006) ,7.0
Hura gâru (2006) ,7.2
Prête-moi ta main (2006) ,6.8
"I'm a Cyborg, But That's OK (2006) ",7.1
Idlewild (2006) ,6.2
Il caimano (2006) ,6.7
Inland Empire (2006) ,7.0
Inside Man (2006) ,7.6
John Tucker Must Die (2006) ,5.8
Kamome shokudô (2006) ,7.0
Kidulthood (2006) ,6.8
The Lake House (2006) ,6.8
Last Holiday (2006) ,6.4
Little Children (2006) ,7.5
Little Miss Sunshine (2006) ,7.8
Liu hao chu kou (2006) ,4.7
London to Brighton (2006) ,7.0
Lonely Hearts (2006) ,6.5
Love & Suicide (2006) ,4.7
Loving Annabelle (2006) ,6.6
Madeinusa (2006) ,6.9
Marie Antoinette (2006) ,6.4
Material Girls (2006) ,3.9
Miss Potter (2006) ,7.0
Monster House (2006) ,6.6
Mukhsin (2006) ,7.2
Night at the Museum (2006) ,6.4
Nina's Heavenly Delights (2006) ,6.4
Notes on a Scandal (2006) ,7.4
Offside (2006) ,7.3
La tourneuse de pages (2006) ,7.1
The Painted Veil (2006) ,7.5
Paprika (2006) ,7.7
"Paris, je t'aime (2006) ",7.3
The Baby's Room (2006) ,7.0
A Real Friend (2006) ,5.2
Blame (2006) ,5.1
To Let (2006) ,6.3
Penelope (2006) ,6.8
Perfume: The Story of a Murderer (2006) ,7.5
The Prince & Me II: The Royal Wedding (2006) ,4.3
Psych             ,8.4
Puccini for Beginners (2006) ,6.1
Qué tan lejos (2006) ,7.1
The Queen (2006) ,7.3
Quinceañera (2006) ,7.1
Niji no megami (2006) ,7.4
Rang De Basanti (2006) ,8.3
Red Road (2006) ,6.8
Requiem (2006) ,7.0
Return to Halloweentown (2006) ,5.8
Running with Scissors (2006) ,6.2
RV (2006) ,5.5
Saw III (2006) ,6.2
Scary Movie 4 (2006) ,5.1
The Science of Sleep (2006) ,7.3
She's the Man (2006) ,6.4
Sherrybaby (2006) ,6.6
Shortbus (2006) ,6.5
Silent Hill (2006) ,6.6
Slither (2006) ,6.5
Smokin' Aces (2006) ,6.7
Snakes on a Plane (2006) ,5.5
Snow Cake (2006) ,7.6
Southland Tales (2006) ,5.5
Step Up (2006) ,6.5
Stick It (2006) ,6.4
Stranger Than Fiction (2006) ,7.6
Suburban Mayhem (2006) ,5.9
Take the Lead (2006) ,6.7
Tales from the Grudge (2006) ,6.5
This Film Is Not Yet Rated (2006) ,7.5
This Is England (2006) ,7.7
Bes Vakit (2006) ,7.4
To Have and to Hold (2006) ,5.6
Toki o kakeru shôjo (2006) ,7.8
U (2006) ,6.5
The University of Illinois vs. a Mummy (2006) ,8.2
The Unknown Woman (2006) ,7.5
Volver (2006) ,7.6
Warau Mikaeru (2006) ,5.3
Wendy Wu: Homecoming Warrior (2006) ,5.5
When a Stranger Calls (2006) ,5.1
The Woods (2006) ,5.7
X-Men: The Last Stand (2006) ,6.7
The Zombie Diaries (2006) ,4.1
Zoom (2006) ,4.3
Black Book (2006) ,7.8
20 centímetros (2005) ,6.5
The 40-Year-Old Virgin (2005) ,7.1
A History of Violence (2005) ,7.5
Adam & Steve (2005) ,6.0
Æon Flux (2005) ,5.5
The Amityville Horror (2005) ,6.0
Assault on Precinct 13 (2005) ,6.3
Bad Reputation (2005) ,4.3
The Ballad of Jack and Rose (2005) ,6.7
Barbie and the Magic of Pegasus 3-D (2005) ,6.4
Barbie: Fairytopia (2005) ,5.8
Beauty Shop (2005) ,5.5
Bewitched (2005) ,4.8
BloodRayne (2005) ,2.9
Boynton Beach Club (2005) ,6.5
Bratz Rock Angelz (2005) ,5.2
Broken Flowers (2005) ,7.2
C.R.A.Z.Y. (2005) ,8.0
Capote (2005) ,7.4
Casanova (2005) ,6.5
Charlie and the Chocolate Factory (2005) ,6.7
Lady Vengeance (2005) ,7.6
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) ",6.9
Coach Carter (2005) ,7.3
The Constant Gardener (2005) ,7.4
Corpse Bride (2005) ,7.4
Cry Wolf (2005) ,5.9
Cursed (2005) ,5.0
Dark Water (2005) ,5.6
The Descent (2005) ,7.2
The Devil's Rejects (2005) ,6.9
Die Höhle des gelben Hundes (2005) ,7.7
Domino (2005) ,6.0
Elektra (2005) ,4.7
The Exorcism of Emily Rose (2005) ,6.7
Fainaru fantajî sebun adobento chirudoren (2005) ,7.3
Fingersmith             ,8.0
Flightplan (2005) ,6.3
The Fog (2005) ,3.6
Frágiles (2005) ,6.1
Free Zone (2005) ,5.9
Fun with Dick and Jane (2005) ,6.1
Naisu no mori: The First Contact (2005) ,6.9
Gekijôban XXXHolic Manatsu no yoru no yume (2005) ,7.2
Gespenster (2005) ,6.9
Happy Endings (2005) ,6.4
Hard Candy (2005) ,7.1
Herbie Fully Loaded (2005) ,4.8
Hide and Seek (2005) ,5.9
Hoodwinked! (2005) ,6.5
House of the Dead 2 (2005) ,3.8
Hustle & Flow (2005) ,7.4
Ice Princess (2005) ,6.0
Imagine Me & You (2005) ,6.8
In Her Shoes (2005) ,6.5
The Island (2005) ,6.9
Junebug (2005) ,7.0
Just Like Heaven (2005) ,6.7
Keeping Mum (2005) ,6.8
Kids in America (2005) ,5.9
Kinky Boots (2005) ,7.1
Empire of the Wolves (2005) ,5.9
The Ax (2005) ,7.4
Legion of the Dead (2005) ,2.5
Linda Linda Linda (2005) ,7.6
Little Manhattan (2005) ,7.6
Man of the House (2005) ,5.4
Match Point (2005) ,7.7
Me and You and Everyone We Know (2005) ,7.3
Memoirs of a Geisha (2005) ,7.4
Mirrormask (2005) ,6.9
Miss Congeniality 2: Armed and Fabulous (2005) ,5.0
Mortuary (2005) ,4.0
The Mostly Unfabulous Social Life of Ethan Green (2005) ,6.2
Mrs. Palfrey at the Claremont (2005) ,7.6
The Muppets' Wizard of Oz (2005) ,5.3
Nana (2005) ,7.2
The New World (2005) ,6.7
Nine Lives (2005) ,6.8
North Country (2005) ,7.3
The Pacifier (2005) ,5.6
The Perfect Man (2005) ,5.5
The Pleasure Drivers (2006) ,4.6
Pride & Prejudice (2005) ,7.8
"The Prize Winner of Defiance, Ohio (2005) ",7.3
Proof (2005) ,6.8
Red Eye (2005) ,6.5
Rent (2005) ,7.0
The Ring Two (2005) ,5.4
Reincarnation (2005) ,6.2
Rofuto (2005) ,5.7
Romance & Cigarettes (2005) ,6.3
Rumor Has It... (2005) ,5.5
Saw II (2005) ,6.6
Serenity (2005) ,7.9
Sin City (2005) ,8.0
Single White Female 2: The Psycho (2005) ,4.1
The Sisterhood of the Traveling Pants (2005) ,6.5
Sisters in Law (2005) ,7.5
The Skeleton Key (2005) ,6.5
Sky High (2005) ,6.2
Sophie Scholl: The Final Days (2005) ,7.6
Star Wars: Revelations (2005) ,5.2
Strangers with Candy (2005) ,6.1
Sweet Land (2005) ,7.2
Swimmers (2005) ,6.7
The Three Burials of Melquiades Estrada (2005) ,7.4
Tideland (2005) ,6.5
Tjenare kungen (2005) ,6.1
Transamerica (2005) ,7.4
Kame wa igai to hayaku oyogu (2005) ,6.6
12 and Holding (2005) ,7.6
