Escape from Planet Earth (2013) ,5.9
Europa Report (2013) ,6.5
Evil Dead (2013) ,6.5
Fack ju Göhte (2013) ,7.0
The Fall             ,8.2
Family Weekend (2013) ,6.3
The Family (2013) ,6.3
Faroeste Caboclo (2013) ,6.7
Furious 6 (2013) ,7.1
First Period (2013) ,6.5
Flores Raras (2013) ,7.0
Para Elisa (2012) ,4.2
Frequencies (2013) ,6.8
Frozen (2013) ,7.5
The Frozen Ground (2013) ,6.4
Fruitvale Station (2013) ,7.5
G.B.F. (2013) ,6.0
G.I. Joe: Retaliation (2013) ,5.8
Gabrielle (2013) ,6.9
Gam-si-ja-deul (2013) ,7.2
The Gamers: Hands of Fate (2013) ,6.9
Gekijouban Steins;Gate: Fuka ryouiki no dejavu (2013) ,7.9
Geography Club (2013) ,6.6
The German Doctor (2013) ,6.8
Girl Most Likely (2012) ,5.8
Gloria (2013) ,6.7
Go for Sisters (2013) ,6.3
Grace Unplugged (2013) ,6.2
The Great Gatsby (2013) ,7.3
Hannas Reise (2013) ,6.3
Hansel & Gretel (2013) ,2.8
Hansel & Gretel: Witch Hunters (2013) ,6.1
Hansel & Gretel Get Baked (2013) ,4.3
Haunt (2014) ,5.2
Haunter (2013) ,5.9
Les saveurs du Palais (2012) ,6.4
The Heat (2013) ,6.6
Hemlock Grove             ,7.2
The Hit Girl (2013) ,7.3
The Hobbit: The Desolation of Smaug (2013) ,7.9
Horns (2013) ,6.5
The Host (2013) ,5.9
The Hot Flashes (2013) ,5.1
How I Live Now (2013) ,6.5
Hross í oss (2013) ,6.8
The Hunger Games: Catching Fire (2013) ,7.5
I Give It a Year (2013) ,5.7
I Used to Be Darker (2013) ,5.6
Ida (2013) ,7.4
In a World... (2013) ,6.7
Instructions Not Included (2013) ,7.6
The Invisible Woman (2013) ,6.1
Iron Man Three (2013) ,7.2
Jack et la mécanique du coeur (2013) ,7.0
Young & Beautiful (2013) ,6.8
Justice Is Mind (2013) ,7.3
Kärlek deluxe (2014) ,4.2
Kaze tachinu (2013) ,7.8
Kick-Ass 2 (2013) ,6.6
Kill for Me (2013) ,5.6
Knights of Badassdom (2013) ,5.7
Kyss meg for faen i helvete (2013) ,6.5
L'écume des jours (2013) ,6.5
The Great Beauty (2013) ,7.8
The Last Exorcism Part II (2013) ,4.0
The Last Keepers (2013) ,5.5
The Last of Robin Hood (2013) ,5.7
Last Passenger (2013) ,5.8
Le passé (2013) ,7.8
The Butler (2013) ,7.2
Legends of Oz: Dorothy's Return (2013) ,5.5
Les reines du ring (2013) ,5.5
Life Inside Out (2013) ,6.5
The Lifeguard (2013) ,5.7
The Look of Love (2013) ,6.0
Love & Air Sex (2013) ,5.2
The Love Punch (2013) ,5.7
Lovelace (2013) ,6.2
The Lunchbox (2013) ,7.8
Machete Kills (2013) ,5.6
The Machine (2013) ,6.1
Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari (2013) ,7.8
Maidentrip (2013) ,7.6
Mama (2013) ,6.2
Man of Steel (2013) ,7.1
Man of Tai Chi (2013) ,6.1
Mary and Martha (2013) ,6.9
Meine Schwestern (2013) ,6.7
Möbius (2013) ,6.1
The Mortal Instruments: City of Bones (2013) ,5.9
Moving Mountains (2014) ,7.6
My Little Pony: Equestria Girls (2013) ,6.1
My Mad Fat Diary             ,8.4
Nebraska (2013) ,7.7
Nymphomaniac: Vol. I (2013) ,7.0
Nymphomaniac: Vol. II (2013) ,6.7
O Tempo e o Vento (2013) ,6.3
Oblivion (2013) ,7.0
Odd Thomas (2013) ,6.9
Only God Forgives (2013) ,5.7
Only Lovers Left Alive (2013) ,7.3
Open Road (2013) ,5.5
Orphan Black             ,8.4
Oz the Great and Powerful (2013) ,6.3
Palo Alto (2013) ,6.2
Parker (2013) ,6.2
Particle Fever (2013) ,7.4
Cold Turkey (2013) ,4.3
Peeples (2013) ,5.3
Percy Jackson: Sea of Monsters (2013) ,5.9
Adoration (2013) ,6.2
Philomena (2013) ,7.6
Plush (2013) ,5.4
Pozitia copilului (2013) ,7.4
The Pretty One (2013) ,6.3
The Princess Twins of Legendale (2013) ,5.7
Prisoners (2013) ,8.1
Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari (2013) ,7.8
The Punk Singer (2013) ,7.4
The Purge (2013) ,5.7
Rastres de sàndal (2014) ,6.8
RED 2 (2013) ,6.7
Remember Sunday (2013) ,7.0
The Returned (2013) ,5.9
Riley Rewind             ,7.0
RWBY             ,8.2
Sadako 3D 2 (2013) ,4.7
Safe Haven (2013) ,6.7
Saige Paints the Sky (2013) ,6.4
Saving Mr. Banks (2013) ,7.5
The Secret Life of Walter Mitty (2013) ,7.3
Sharknado (2013) ,3.3
Short Term 12 (2013) ,8.0
Side Effects (2013) ,7.1
The Sisters Plotz             ,7.8
The Smurfs 2 (2013) ,5.4
Snowpiercer (2013) ,7.0
"Like Father, Like Son (2013) ",7.8
The Starving Games (2013) ,3.3
Stoker (2013) ,6.8
Summer League (2013) ,6.9
Sunshine on Leith (2013) ,6.6
Suzanne (2013) ,6.7
The Tale of the Princess Kaguya (2013) ,8.1
Teen Beach Movie (2013) ,5.8
Texas Chainsaw 3D (2013) ,4.8
Thor: The Dark World (2013) ,7.0
The To Do List (2013) ,5.8
Touchy Feely (2013) ,5.3
Tracks (2013) ,7.2
Trap for Cinderella (2013) ,5.7
The Truth About Emanuel (2013) ,6.0
Turbo (2013) ,6.5
V/H/S/2 (2013) ,6.1
Very Good Girls (2013) ,6.0
Vi är bäst! (2013) ,7.2
Vikings             ,8.6
Vino Veritas (2013) ,6.1
The Vivian Maier Mystery (2013) ,7.7
Wadjda (2012) ,7.6
The Way Way Back (2013) ,7.4
We Are What We Are (2013) ,5.9
We're the Millers (2013) ,7.0
Feuchtgebiete (2013) ,5.8
White Bear             ,8.2
The Wine of Summer (2013) ,6.4
Witching and Bitching (2013) ,6.4
The Wolf of Wall Street (2013) ,8.2
The Wolverine (2013) ,6.7
Words and Pictures (2013) ,6.6
World War Z (2013) ,7.0
Yip Man: Jung gik yat jin (2013) ,6.2
The Young and Prodigious T.S. Spivet (2013) ,7.1
Zombie Hunter (2013) ,3.5
2 Days in New York (2012) ,6.0
A Late Quartet (2012) ,7.1
A Royal Affair (2012) ,7.6
About Cherry (2012) ,4.8
Abraham Lincoln: Vampire Hunter (2012) ,5.9
Ahí va el diablo (2012) ,5.6
Alien Tornado (2012) ,3.2
American Mary (2012) ,6.3
American Warships (2012) ,2.8
Amour (2012) ,7.9
Arachnoquake (2012) ,2.8
Argo (2012) ,7.7
As High as the Sky (2012) ,6.8
Attack of the 50 Foot Cheerleader (2012) ,4.4
Augustine (2012) ,6.0
Bachelorette (2012) ,5.3
Bad Parents (2012) ,3.3
Barbara (2012) ,7.2
"Batman: The Dark Knight Returns, Part 1 (2012) ",8.0
BearCity 2: The Proposal (2012) ,6.4
Beasts of the Southern Wild (2012) ,7.3
Best Man Down (2012) ,6.4
Beyond the Hills (2012) ,7.6
Big Miracle (2012) ,6.5
Bikini Spring Break (2012) ,3.1
Bitchkram (2012) ,6.0
Black Rock (2012) ,4.7
The Bletchley Circle             ,8.0
Blue Like Jazz (2012) ,5.9
The Body (2012) ,7.6
The Bourne Legacy (2012) ,6.7
The Brass Teapot (2012) ,6.4
Brave (2012) ,7.1
The Broken Circle Breakdown (2012) ,7.8
Byzantium (2012) ,6.5
Call Girl (2012) ,6.5
Call Me Kuchu (2012) ,7.6
Celeste & Jesse Forever (2012) ,6.6
Cheesecake Casserole (2012) ,6.2
Cigarette Ki Tarah (2012) ,4.2
Cloud Atlas (2012) ,7.5
Cocktail (2012) ,6.2
Compliance (2012) ,6.4
Contraband (2012) ,6.5
Cybergeddon             ,6.3
Dark Shadows (2012) ,6.2
Das Leben ist nichts für Feiglinge (2012) ,6.7
Das Wochenende (2012) ,5.8
Decay (2012) ,3.8
Den skaldede frisør (2012) ,6.6
Después de Lucía (2012) ,7.2
The Devil Inside (2012) ,4.2
The Door (2012) ,6.5
Dredd (2012) ,7.1
Electrick Children (2012) ,6.8
Elementary             ,7.9
End of Watch (2012) ,7.7
English Vinglish (2012) ,7.9
Entity (2012) ,4.7
Entrance (2012) ,4.8
Escape Fire: The Fight to Rescue American Healthcare (2012) ,7.2
Evangerion shin gekijôban: Kyu (2012) ,7.0
Excision (2012) ,6.1
The Expendables 2 (2012) ,6.6
The Factory (2012) ,5.8
Fast Girls (2012) ,6.3
Fin (2012) ,4.9
The Five-Year Engagement (2012) ,6.2
Flight (2012) ,7.3
Flukt (2012) ,6.1
"For a Good Time, Call... (2012) ",6.0
Foreign Letters (2012) ,7.0
Frances Ha (2012) ,7.4
Future Weather (2012) ,6.2
Game Change (2012) ,7.4
Gayby (2012) ,5.9
The Giant Mechanical Man (2012) ,6.7
Ginger & Rosa (2012) ,6.3
Girl in Progress (2012) ,5.6
Girl Vs. Monster (2012) ,5.7
Girls und Panzer             ,7.5
Gone (2012) ,5.9
Good Vibrations (2012) ,7.2
Bé omid é didar (2011) ,7.2
Grabbers (2012) ,6.3
The Guilt Trip (2012) ,5.8
Gyo: Tokyo Fish Attack (2012) ,5.6
Hannah Arendt (2012) ,7.1
Hannibal             ,8.6
The Haunting of Whaley House (2012) ,3.9
Herutâ sukerutâ (2012) ,6.4
Hit and Run (2012) ,6.1
Hope Springs (2012) ,6.3
Hotel Transylvania (2012) ,7.1
House at the End of the Street (2012) ,5.6
The Hunger Games (2012) ,7.2
I Belong (2012) ,6.8
If I Were You (2012) ,7.0
Ill Manors (2012) ,7.1
In the Dark Half (2012) ,5.5
Inch'Allah (2012) ,6.9
Iron Sky (2012) ,5.9
It's a Disaster (2012) ,6.5
Jack & Diane (2012) ,4.5
Jackie (2012) ,6.8
Jayne Mansfield's Car (2012) ,6.3
John Carter (2012) ,6.6
Reisen til julestjernen (2012) ,5.8
Kahaani (2012) ,8.2
Kiss of the Damned (2012) ,5.6
Klip (2012) ,5.7
Ko-ri-a (2012) ,7.2
La cinquième saison (2012) ,7.0
Lake Effects (2012) ,5.7
What's in a Name? (2012) ,7.3
Les Misérables (2012) ,7.6
Lincoln (2012) ,7.4
The Lizzie Bennet Diaries             ,8.7
Lola Versus (2012) ,5.5
The Lords of Salem (2012) ,5.1
Lore (2012) ,7.1
The Lucky One (2012) ,6.5
Magic Mike (2012) ,6.1
The Magic of Belle Isle (2012) ,7.0
The Making of a Lady (2012) ,6.7
Mental (2012) ,6.1
Mine Games (2012) ,5.3
Mirror Mirror (2012) ,5.6
Monster High: Ghouls Rule! (2012) ,5.9
Moonrise Kingdom (2012) ,7.8
Morgana (2012) ,3.7
Mosquita y Mari (2012) ,6.2
Much Ado About Nothing (2012) ,7.2
Neighboring Sounds (2012) ,7.1
Not Fade Away (2012) ,6.0
The Odd Life of Timothy Green (2012) ,6.6
Ookami kodomo no Ame to Yuki (2012) ,8.2
One for the Money (2012) ,5.3
The Pact (2012) ,5.8
The Paperboy (2012) ,5.8
Paradies: Liebe (2012) ,7.0
Paranormal Activity 4 (2012) ,4.6
Parental Guidance (2012) ,6.1
Paris-Manhattan (2012) ,6.1
Passion (2012) ,5.3
Paulette (2012) ,6.6
People Like Us (2012) ,7.1
The Perks of Being a Wallflower (2012) ,8.0
Pitch Perfect (2012) ,7.2
Populaire (2012) ,6.9
The Possession (2012) ,5.9
Premium Rush (2012) ,6.5
Price Check (2012) ,5.4
Privacy (2012) ,7.1
Prometheus (2012) ,7.0
Quartet (2012) ,6.8
Qwerty (2012) ,6.0
Radio Rebel (2012) ,6.2
Renoir (2012) ,6.5
Resident Evil: Retribution (2012) ,5.4
Rise of the Animals (2011) ,3.6
Rock of Ages (2012) ,5.9
Ruby Sparks (2012) ,7.2
Rurôni Kenshin: Meiji kenkaku roman tan (2012) ,7.6
Sadako 3D (2012) ,3.9
Safety Not Guaranteed (2012) ,7.0
The Sapphires (2012) ,7.1
Sassy Pants (2012) ,6.2
Savages (2012) ,6.5
The Seasoning House (2012) ,6.1
Shadow Dancer (2012) ,6.2
Shelter (2015) ,4.8
Sightseers (2012) ,6.5
Silent Hill: Revelation (2012) ,5.0
Silver Linings Playbook (2012) ,7.8
The Skinny (2012) ,6.4
Skyfall (2012) ,7.8
Smashed (2012) ,6.8
Smiley (2012) ,3.5
Snow Queen (2012) ,5.5
Snow White (2012) ,7.5
Snow White and the Huntsman (2012) ,6.1
Sparkle (2012) ,5.7
Spring Breakers (2012) ,5.3
Starlet (2012) ,6.8
Tähtitaivas talon yllä (2012) ,6.6
Steel Magnolias (2012) ,5.6
Step Up Revolution (2012) ,6.5
Stories We Tell (2012) ,7.6
Sutoraiku uicchîzu: Gekijouban (2012) ,6.9
Struck by Lightning (2012) ,6.3
Stuck in Love (2012) ,7.3
The Swing (2012) ,6.8
Tabu (2012) ,7.3
The Tall Man (2012) ,5.9
Think Like a Man (2012) ,6.6
This Is 40 (2012) ,6.2
Tiger Eyes (2012) ,6.4
Secret of the Wings (2012) ,7.2
To the Wonder (2012) ,5.9
The Twilight Saga: Breaking Dawn - Part 2 (2012) ,5.5
Underworld Awakening (2012) ,6.4
Vamps (2012) ,5.2
The Vow (2012) ,6.8
Wanderlust (2012) ,5.6
What Maisie Knew (2012) ,7.5
What to Expect When You're Expecting (2012) ,5.7
White Alligator (2012) ,7.7
Why Stop Now? (2012) ,5.6
Dzien kobiet (2012) ,6.1
Won't Back Down (2012) ,6.4
Wreck-It Ralph (2012) ,7.7
Zero Dark Thirty (2012) ,7.4
[REC] 3: Genesis (2012) ,5.0
Wo 11 (2011) ,7.1
17 filles (2011) ,6.0
17 Miracles (2011) ,6.4
A 2nd Chance (2011) ,4.8
A Dangerous Method (2011) ,6.5
Un heureux événement (2011) ,6.6
A Little Bit of Heaven (2011) ,6.3
A Lonely Place to Die (2011) ,6.3
A Separation (2011) ,8.3
Tou ze (2011) ,7.6
A tus espaldas (2011) ,6.1
About Sunny (2011) ,6.5
Absentia (2011) ,5.8
The Adjustment Bureau (2011) ,7.1
Almanya - Willkommen in Deutschland (2011) ,7.2
Albatross (2011) ,6.4
Albert Nobbs (2011) ,6.7
Alien Armageddon (2011) ,2.1
Aliens vs. Avatars (2011) ,1.5
Alpeis (2011) ,6.4
Alvin and the Chipmunks: Chipwrecked (2011) ,4.4
Alyce Kills (2011) ,5.5
Amber Lake (2011) ,6.0
Another Earth (2011) ,7.0
Another Happy Day (2011) ,6.1
Apart (2011) ,5.4
Apartment 143 (2011) ,5.1
Atlas Shrugged: Part I (2011) ,5.7
Attack the Block (2011) ,6.6
Attenberg (2010) ,6.2
Au cul du loup (2011) ,6.1
The Awakening (2011) ,6.5
Bad Teacher (2011) ,5.7
Barbie: Princess Charm School (2011) ,6.3
Batman: Year One (2011) ,7.4
The Best Exotic Marigold Hotel (2011) ,7.3
Black Butterflies (2011) ,6.2
The Black Power Mixtape 1967-1975 (2011) ,7.5
Blue Crush 2 (2011) ,5.5
Bridesmaids (2011) ,6.8
Butter (2011) ,6.2
The Cabin in the Woods (2012) ,7.0
Café de Flore (2011) ,7.4
The Caller (2011) ,6.1
Carnage (2011) ,7.2
Catch .44 (2011) ,4.6
Chalet Girl (2011) ,6.3
Circumstance (2011) ,5.9
Cloudburst (2011) ,7.0
Codependent Lesbian Space Alien Seeks Same (2011) ,6.2
Kriegerin (2011) ,6.8
Conan the Barbarian (2011) ,5.2
Contagion (2011) ,6.6
Coup d'éclat (2011) ,5.4
Courageous (2011) ,7.0
The Craigslist Killer (2011) ,5.3
"Crazy, Stupid, Love. (2011) ",7.4
Cyberbully (2011) ,5.8
Damsels in Distress (2011) ,5.7
The Darkest Hour (2011) ,4.9
The Decoy Bride (2011) ,6.2
The Deep Blue Sea (2011) ,6.3
The Descendants (2011) ,7.3
Detachment (2011) ,7.7
Detention (2011) ,5.8
Deus Ex: Human Revolution (2011) ,8.7
The Divide (2011) ,5.8
Dorfman in Love (2011) ,6.0
Dream House (2011) ,6.0
Drive (2011) ,7.8
Eva (2011) ,6.7
Exit Humanity (2011) ,5.3
Faces in the Crowd (2011) ,5.8
Fast Five (2011) ,7.3
The Mountain (2011) ,5.7
Flypaper (2011) ,6.4
Footloose (2011) ,5.9
The Forgiveness of Blood (2011) ,6.9
Found Memories (2011) ,7.2
French Immersion (2011) ,5.1
Friends with Benefits (2011) ,6.6
Friends with Kids (2011) ,6.2
Fright Night (2011) ,6.4
From Prada to Nada (2011) ,5.5
From Up on Poppy Hill (2011) ,7.5
The Future (2011) ,6.2
Girl Walks Into a Bar (2011) ,5.7
Gnomeo & Juliet (2011) ,6.0
The Good Doctor (2011) ,5.5
Gosick             ,7.4
Hanna (2011) ,6.8
Harry Potter and the Deathly Hallows: Part 2 (2011) ,8.1
Hell (2011) ,5.9
The Help (2011) ,8.1
Hick (2011) ,5.7
Higher Ground (2011) ,6.3
Himizu (2011) ,7.2
Hoodwinked Too! Hood vs. Evil (2011) ,4.8
Horrible Bosses (2011) ,6.9
House of Tolerance (2011) ,6.8
Hugo (2011) ,7.5
The Hunter (2011) ,6.8
Hysteria (2011) ,6.7
I Am Nasrine (2012) ,6.4
I Don't Know How She Does It (2011) ,4.9
The Innkeepers (2011) ,5.5
Inventory (2011) ,5.1
Iris (2011) ,5.8
The Iron Lady (2011) ,6.4
Jack and Jill (2011) ,3.4
Jamie and Jessie Are Not Together (2011) ,5.1
Jane Eyre (2011) ,7.4
"Jeff, Who Lives at Home (2011) ",6.5
Jin ling shi san chai (2011) ,7.6
Joe + Belle (2011) ,5.0
Johnny English Reborn (2011) ,6.3
Jumping the Broom (2011) ,5.7
Just Go with It (2011) ,6.4
Eiga Keion! (2011) ,7.6
Kill List (2011) ,6.4
Kiss Me (2011) ,6.9
Kung Fu Panda 2 (2011) ,7.3
L!fe Happens (2011) ,5.6
L'amour dure trois ans (2011) ,6.1
L'art d'aimer (2011) ,6.1
La Leyenda de la Llorona (2011) ,6.2
Last Call at the Oasis (2011) ,7.5
Last Call at the Oasis (2011) ,7.5
Le chat du rabbin (2011) ,7.2
Le Havre (2011) ,7.2
Le Skylab (2011) ,6.4
Lemonade Mouth (2011) ,7.0
The Lie (2011) ,5.0
Duo ming jin (2011) ,7.0
Like Crazy (2011) ,6.7
Little Birds (2011) ,6.2
The Little Engine That Could (2011) ,5.6
Lovely Molly (2011) ,5.3
Margaret (2011) ,6.5
Mars Needs Moms (2011) ,5.4
Martha Marcy May Marlene (2011) ,6.9
Masks (2011) ,5.8
Mean Girls 2 (2011) ,4.2
Melancholia (2011) ,7.1
Midnight in Paris (2011) ,7.7
Mildred Pierce             ,7.7
Hara ga kore nande (2011) ,6.4
Monsieur Lazhar (2011) ,7.5
Monte Carlo (2011) ,5.8
The Moth Diaries (2011) ,4.9
My Piece of the Pie (2011) ,5.8
My Week with Marilyn (2011) ,7.0
New Year's Eve (2011) ,5.7
No One Killed Jessica (2011) ,7.2
No Strings Attached (2011) ,6.2
October Baby (2011) ,6.8
Anaganaga O Dheerudu (2011) ,5.4
The Oranges (2011) ,5.9
Our Idiot Brother (2011) ,6.4
Parada (2011) ,7.3
Paranormal Activity 3 (2011) ,5.8
Pariah (2011) ,7.2
Paul (2011) ,7.0
"Peace, Love & Misunderstanding (2011) ",5.9
The Perfect Family (2011) ,5.7
Perfect Sense (2011) ,7.1
Polisse (2011) ,7.3
Princess and the Pony (2011) ,3.7
Prom (2011) ,5.4
Quarantine 2: Terminal (2011) ,5.2
Red Riding Hood (2011) ,5.4
Red State (2011) ,6.2
Restless (2011) ,6.8
Rid of Me (2011) ,6.6
The Rite (2011) ,6.0
Roller Town (2011) ,5.9
The Roommate (2011) ,4.9
Ruggine (2011) ,6.1
Saving Face (2012) ,8.1
Scott & Bailey             ,7.9
Scream 4 (2011) ,6.2
Apflickorna (2011) ,5.5
The Shunning (2011) ,6.3
Silent House (2011) ,5.3
The Sitter (2011) ,5.7
La piel que habito (2011) ,7.6
Sleeping Beauty (2011) ,5.3
The Smurfs (2011) ,5.5
Snow Flower and the Secret Fan (2011) ,6.1
The Sorcerer and the White Snake (2011) ,5.9
Soul Surfer (2011) ,7.1
Sound of My Voice (2011) ,6.6
La source des femmes (2011) ,7.3
Straw Dogs (2011) ,5.8
Sucker Punch (2011) ,6.1
Super 8 (2011) ,7.0
Take Shelter (2011) ,7.4
Take This Waltz (2011) ,6.6
Teen Spirit (2011) ,5.6
Terraferma (2011) ,6.8
Thespians (2010) ,8.4
The Thing (2011) ,6.2
Thor (2011) ,7.0
Les trois disparitions de Soad Hosni (2011) ,7.9
Tomboy (2011) ,7.4
Toutes nos envies (2011) ,6.8
Transformers: Dark of the Moon (2011) ,6.3
Trishna (2011) ,6.0
"Turn Me On, Dammit! (2011) ",6.3
The Twilight Saga: Breaking Dawn - Part 1 (2011) ,4.9
Union Square (2011) ,5.1
The Unleashed (2011) ,4.0
Violet & Daisy (2011) ,6.1
W.E. (2011) ,6.3
Wake Wood (2009) ,5.5
We Need to Talk About Kevin (2011) ,7.5
What's Your Number? (2011) ,6.1
Et maintenant on va où? (2011) ,7.5
Win Win (2011) ,7.2
Without Men (2011) ,3.2
The Woman (2011) ,6.1
X: First Class (2011) ,7.8
The Year Dolly Parton Was My Mom (2011) ,6.2
Yelling to the Sky (2011) ,5.9
Tonight You're Mine (2011) ,6.7
You're Next (2011) ,6.5
Young Adult (2011) ,6.3
Your Sister's Sister (2011) ,6.7
Tamara Drewe (2010) ,6.2
127 Hours (2010) ,7.6
16 Wishes (2010) ,5.5
30 Days of Night: Dark Days (2010) ,4.4
4.3.2.1. (2010) ,5.9
A Bag of Hammers (2011) ,6.6
A Little Help (2010) ,5.7
A Marine Story (2010) ,6.1
A Nightmare on Elm Street (2010) ,5.2
Abel (2010) ,6.8
Tang shan da di zhen (2010) ,7.6
Alice in Wonderland (2010) ,6.5
All About Evil (2010) ,6.2
Amador (2010) ,6.8
An Invisible Sign (2010) ,5.4
And Soon the Darkness (2010) ,5.2
Another Year (2010) ,7.3
The Secret World of Arrietty (2010) ,7.6
The Back-up Plan (2010) ,5.3
Band Baaja Baaraat (2010) ,7.3
Bandeiji (2010) ,6.9
Barbie in a Mermaid Tale (2010) ,6.2
Barney's Version (2010) ,7.3
Basilicata Coast to Coast (2010) ,6.7
Kim Bok-nam salinsageonui jeonmal (2010) ,7.3
Bill Cunningham New York (2010) ,7.9
Black Swan (2010) ,8.0
Vénus noire (2010) ,6.9
The Book of Eli (2010) ,6.9
Boy Wonder (2010) ,6.9
Bratz: Pampered Petz (2010) ,4.4
Break Ke Baad (2010) ,5.2
Browncoats: Redemption (2010) ,4.9
Burlesque (2010) ,6.4
678 (2010) ,7.5
Camp Rock 2: The Final Jam (2010) ,5.2
Carancho (2010) ,6.9
Certified Copy (2010) ,7.3
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010) ,6.3
Clash of the Titans (2010) ,5.8
The Clinic (2010) ,5.4
The Clock (2010) ,9.0
Como Esquecer (2010) ,6.2
Kokuhaku (2010) ,7.8
The Conspirator (2010) ,6.9
Conviction (2010) ,7.2
Country Strong (2010) ,6.3
The Crazies (2010) ,6.5
Das letzte Schweigen (2010) ,7.0
Date Night (2010) ,6.3
Daydream Nation (2010) ,6.4
The Debt (2010) ,6.9
Despicable Me (2010) ,7.7
Di renjie: Tong tian di guo (2010) ,6.6
Devil (2010) ,6.2
Diary of a Wimpy Kid (2010) ,6.2
Don't Be Afraid of the Dark (2010) ,5.6
Brother and Sister (2010) ,6.5
Easy A (2010) ,7.1
Eat Me! (2010) ,6.0
Eat Pray Love (2010) ,5.7
El dios de madera (2010) ,5.5
Elektra Luxx (2010) ,5.1
Elena Undone (2010) ,6.3
Elle s'appelait Sarah (2010) ,7.5
Enthiran (2010) ,7.1
Les aventures extraordinaires d'Adèle Blanc-Sec (2010) ,6.3
Fair Game (2010) ,6.8
"Fanny, Annie & Danny (2010) ",6.4
Feeding Frenzy (2010) ,6.8
First Night (2010) ,5.3
Flipped (2010) ,7.7
Food Stamped (2010) ,6.5
80 egunean (2010) ,7.3
For Colored Girls (2010) ,6.0
The Four-Faced Liar (2010) ,5.8
Frankie & Alice (2010) ,6.5
Going the Distance (2010) ,6.3
The Good Witch's Gift (2010) ,7.3
El Gran Vázquez (2010) ,6.3
Grown Ups (2010) ,6.0
The Hairdresser (2010) ,6.5
Harry Potter and the Deathly Hallows: Part 1 (2010) ,7.7
The Hollywood Complex (2011) ,6.7
Hanyo (2010) ,6.5
How Do You Know (2010) ,5.4
How to Train Your Dragon (2010) ,8.1
Hypothermia (2010) ,3.9
Io sono l'amore (2009) ,7.0
I Will Follow (2010) ,6.0
Incendies (2010) ,8.2
Inception (2010) ,8.8
Insidious (2010) ,6.8
Entre nos mains (2010) ,7.3
Iron Man 2 (2010) ,7.0
Jucy (2010) ,5.7
Just Wright (2010) ,5.9
Kaboom (2010) ,5.7
The Karate Kid (2010) ,6.2
The Kids Are All Right (2010) ,7.0
The Killing Jar (2010) ,5.9
The King's Speech (2010) ,8.0
The Last Exorcism (2010) ,5.6
The Last Song (2010) ,5.9
Leading Ladies (2010) ,5.8
Legion (2010) ,5.2
Les émotifs anonymes (2010) ,6.9
Letters to Juliet (2010) ,6.6
Les petits mouchoirs (2010) ,7.1
Los ojos de Julia (2010) ,6.7
The Lottery (2010) ,7.0
Love Like Poison (2010) ,6.4
Machete (2010) ,6.6
Made in Dagenham (2010) ,7.2
Mine vaganti (2010) ,7.3
Mongolian Death Worm (2010) ,3.3
Morning Glory (2010) ,6.5
"Nannerl, la soeur de Mozart (2010) ",6.4
My Babysitter's a Vampire (2010) ,6.3
My Soul to Take (2010) ,4.8
Mistérios de Lisboa (2010) ,7.5
Nanny McPhee Returns (2010) ,6.1
Never Let Me Go (2010) ,7.2
The Next Three Days (2010) ,7.4
Night Catches Us (2010) ,6.3
Noruwei no mori (2010) ,6.4
Tournée (2010) ,6.6
Oranges and Sunshine (2010) ,7.1
Our Family Wedding (2010) ,4.9
Paranormal Activity 2 (2010) ,5.7
Percy Jackson & the Olympians: The Lightning Thief (2010) ,5.9
Pink Saris (2010) ,7.0
Notre étrangère (2010) ,6.4
Please Give (2010) ,6.6
Shi (2010) ,7.8
Potiche (2010) ,6.4
Pretty Little Liars             ,7.6
Rabbit Hole (2010) ,7.0
Ramona and Beezus (2010) ,6.6
Red: Werewolf Hunter (2010) ,4.4
Remember Me (2010) ,7.2
Repo Men (2010) ,6.3
Resident Evil: Afterlife (2010) ,5.9
Revenge of the Bridesmaids (2010) ,6.1
Robin Hood (2010) ,6.7
The Romantics (2010) ,5.1
Habitación en Roma (2010) ,6.2
Rubber (2010) ,5.8
The Runaways (2010) ,6.6
Salt (2010) ,6.4
Scooby-Doo! Camp Scare (2010) ,7.3
Scott Pilgrim vs. the World (2010) ,7.5
Secretariat (2010) ,7.2
Secuestrados (2010) ,6.4
Sex and the City 2 (2010) ,4.4
6 Souls (2010) ,6.1
The Shrine (2010) ,5.6
Skeletons (2010) ,6.8
Skyline (2010) ,4.4
Small Town Murder Songs (2010) ,5.9
Somewhere (2010) ,6.3
Space Dogs (2010) ,5.2
Spiderhole (2010) ,4.2
The Spy Next Door (2010) ,5.4
Standing Ovation (2010) ,3.4
Stonehenge Apocalypse (2010) ,4.3
Superman/Batman: Apocalypse (2010) ,7.2
Tangled (2010) ,7.8
The Tempest (2010) ,5.4
Temple Grandin (2010) ,8.3
Toki o kakeru shôjo (2010) ,6.5
Tinker Bell and the Great Fairy Rescue (2010) ,7.0
Tiny Furniture (2010) ,6.2
Titanic II (2010) ,1.6
"Tomorrow, When the War Began (2010) ",6.2
Toy Story 3 (2010) ,8.3
Transfer (2010) ,6.7
Trigger (2010) ,6.3
Triple Dog (2010) ,6.0
True Grit (2010) ,7.6
